sale_date,site_id,site_name,product,total_litres,total_amount,avg_price
2025-01-19,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,57.43,84.36,1.47
2025-01-19,CRIPPS,CRIPPS,CRIPPS PETROL USD,6.75,8.88,1.32
2025-01-19,FIFE STREET,FIFE STREET,FIFE USD PETROL,243.51,359.64,1.48
2025-01-19,KHAMI,KHAMI,KHAMI USD PETROL,27.02,39.96,1.48
2025-01-19,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,135.32,202.5,1.5
2025-01-19,R MUGABE,R MUGABE,R MUGABE USD PETROL,135.0,202.5,1.5
2025-01-20,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,243.34,364.5,1.5
2025-01-20,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,62.17,89.9,1.45
2025-01-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,10.06,14.9,1.48
2025-01-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,37.15,54.76,1.47
2025-01-20,CRIPPS,CRIPPS,CRIPPS PETROL USD,57.43,84.36,1.47
2025-01-20,FIFE STREET,FIFE STREET,FIFE USD PETROL,27.02,39.96,1.48
2025-01-20,KHAMI,KHAMI,KHAMI USD PETROL,50.67,74.0,1.46
2025-01-20,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,13.32,19.5,1.46
2025-01-20,R MUGABE,R MUGABE,R MUGABE USD PETROL,93.33,139.5,1.49
2025-01-20,SEKE,SEKE,SEKE USD PETROL,85.61,124.1,1.45
2025-01-21,BANKET,BANKET,BANKET USD PETROL,20.13,29.6,1.47
2025-01-21,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,41.33,61.5,1.49
2025-01-21,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,157.24,227.65,1.45
2025-01-21,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,73.81,108.77,1.47
2025-01-21,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,3.37,4.44,1.32
2025-01-21,FIFE STREET,FIFE STREET,FIFE USD PETROL,40.54,59.2,1.46
2025-01-21,KADOMA,KADOMA,KADOMA USD DIESEL,13.79,18.85,1.37
2025-01-21,KHAMI,KHAMI,KHAMI USD PETROL,81.31,119.88,1.47
2025-01-21,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,13.15,19.76,1.5
2025-01-21,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,30.0,45.0,1.5
2025-01-21,R MUGABE,R MUGABE,R MUGABE USD PETROL,54.66,81.0,1.48
2025-01-21,SEKE,SEKE,SEKE USD PETROL,188.63,274.48,1.46
2025-01-22,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,13.42,19.37,1.44
2025-01-22,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,6.75,8.88,1.32
2025-01-22,FIFE STREET,FIFE STREET,FIFE USD PETROL,152.02,224.96,1.48
2025-01-22,KHAMI,KHAMI,KHAMI USD DIESEL,213.42,317.37,1.49
2025-01-22,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,132.88,200.64,1.51
2025-01-22,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,26.66,39.0,1.46
2025-01-22,R MUGABE,R MUGABE,R MUGABE USD PETROL,73.33,109.5,1.49
2025-01-22,SEKE,SEKE,SEKE USD PETROL,89.04,129.94,1.46
2025-01-23,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,9.39,13.41,1.43
2025-01-23,FIFE STREET,FIFE STREET,FIFE USD PETROL,81.08,119.88,1.48
2025-01-23,KADOMA,KADOMA,KADOMA USD DIESEL,6.9,8.7,1.26
2025-01-23,KHAMI,KHAMI,KHAMI USD PETROL,13.51,19.24,1.42
2025-01-23,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,27.33,40.5,1.48
2025-01-23,R MUGABE,R MUGABE,R MUGABE USD PETROL,116.66,174.0,1.49
2025-01-23,SEKE,SEKE,SEKE USD PETROL,122.6,178.12,1.45
2025-01-24,BANKET,BANKET,BANKET USD PETROL,10.06,14.8,1.47
2025-01-24,CRIPPS,CRIPPS,CRIPPS BULK DIESEL USD,285.95,407.55,1.43
2025-01-24,FIFE STREET,FIFE STREET,FIFE USD PETROL,136.47,201.28,1.47
2025-01-24,KADOMA,KADOMA,KADOMA USD DIESEL,20.69,29.0,1.4
2025-01-24,KADOMA,KADOMA,KADOMA USD PETROL,13.69,18.72,1.37
2025-01-24,KHAMI,KHAMI,KHAMI USD PETROL,37.15,54.76,1.47
2025-01-24,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,13.33,19.5,1.46
2025-01-24,R MUGABE,R MUGABE,R MUGABE USD PETROL,10.0,15.0,1.5
2025-01-24,SEKE,SEKE,SEKE USD DIESEL,212.42,309.52,1.46
2025-01-25,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,53.33,79.5,1.49
2025-01-25,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,58.63,84.1,1.43
2025-01-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,3.35,4.47,1.33
2025-01-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,74.31,109.52,1.47
2025-01-25,FIFE STREET,FIFE STREET,FIFE USD PETROL,172.57,254.56,1.48
2025-01-25,KADOMA,KADOMA,PETROL,14.58,129703.56,8895.99
2025-01-25,KHAMI,KHAMI,KHAMI USD DIESEL,20.13,29.8,1.48
2025-01-25,KHAMI,KHAMI,KHAMI USD PETROL,56.75,82.88,1.46
2025-01-25,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,30.0,45.0,1.5
2025-01-25,R MUGABE,R MUGABE,R MUGABE USD PETROL,144.0,216.0,1.5
2025-01-25,SEKE,SEKE,SEKE USD PETROL,61.64,89.06,1.44
2025-01-26,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,30.0,45.0,1.5
2025-01-26,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,55.16,79.75,1.45
2025-01-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,46.11,68.54,1.49
2025-01-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,110.12,161.32,1.46
2025-01-26,FIFE STREET,FIFE STREET,FIFE USD PETROL,110.81,162.8,1.47
2025-01-26,KADOMA,KADOMA,DIESEL,189.65,1767365.46,9319.09
2025-01-26,KADOMA,KADOMA,PETROL,12.5,111174.48,8893.96
2025-01-26,KHAMI,KHAMI,KHAMI USD PETROL,20.27,29.6,1.46
2025-01-26,R MUGABE,R MUGABE,R MUGABE USD PETROL,92.67,138.0,1.49
2025-01-26,SEKE,SEKE,SEKE USD PETROL,43.83,62.78,1.43
2025-01-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,29.53,43.21,1.46
2025-01-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,27.02,39.96,1.48
2025-01-27,FIFE STREET,FIFE STREET,FIFE USD PETROL,77.56,113.96,1.47
2025-01-27,KADOMA,KADOMA,KADOMA USD PETROL,19.44,27.36,1.41
2025-01-27,KHAMI,KHAMI,KHAMI USD DIESEL,163.08,242.87,1.49
2025-01-27,KHAMI,KHAMI,KHAMI USD PETROL,41.21,60.68,1.47
2025-01-27,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,3.28,4.56,1.39
2025-01-27,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,53.33,79.5,1.49
2025-01-27,R MUGABE,R MUGABE,R MUGABE USD PETROL,21.33,31.5,1.48
2025-01-27,SEKE,SEKE,SEKE USD DIESEL,222.6,324.12,1.46
2025-01-28,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,70.56,104.3,1.48
2025-01-28,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,20.27,28.12,1.39
2025-01-28,FIFE STREET,FIFE STREET,FIFE USD PETROL,91.21,134.68,1.48
2025-01-28,KADOMA,KADOMA,KADOMA USD DIESEL,52.41,75.4,1.44
2025-01-28,KADOMA,KADOMA,KADOMA USD PETROL,10.42,14.4,1.38
2025-01-28,KHAMI,KHAMI,KHAMI USD PETROL,43.91,63.64,1.45
2025-01-28,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,813.15,1235.76,1.52
2025-01-28,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,123.33,184.5,1.5
2025-01-28,R MUGABE,R MUGABE,R MUGABE USD PETROL,73.33,109.5,1.49
2025-01-28,SEKE,SEKE,SEKE USD PETROL,203.42,296.38,1.46
2025-01-29,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,26.84,38.74,1.44
2025-01-29,FIFE STREET,FIFE STREET,FIFE USD PETROL,204.72,301.92,1.47
2025-01-29,KADOMA,KADOMA,KADOMA USD PETROL,2.08,2.88,1.38
2025-01-29,KHAMI,KHAMI,KHAMI USD PETROL,287.83,424.76,1.48
2025-01-29,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,91.33,136.5,1.49
2025-01-29,R MUGABE,R MUGABE,R MUGABE USD PETROL,137.33,205.5,1.5
2025-01-29,SEKE,SEKE,SEKE USD PETROL,90.2,131.4,1.46
2025-01-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,127.51,189.23,1.48
2025-01-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,295.23,435.12,1.47
2025-01-30,FIFE STREET,FIFE STREET,FIFE USD PETROL,260.81,384.8,1.48
2025-01-30,KADOMA,KADOMA,KADOMA USD DIESEL,175.86,253.75,1.44
2025-01-30,KHAMI,KHAMI,KHAMI USD PETROL,40.54,59.2,1.46
2025-01-30,R MUGABE,R MUGABE,R MUGABE USD PETROL,44.0,66.0,1.5
2025-01-30,SEKE,SEKE,SEKE USD DIESEL,245.89,357.7,1.45
2025-01-31,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,87.25,129.63,1.49
2025-01-31,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,87.83,128.76,1.47
2025-01-31,FIFE STREET,FIFE STREET,FIFE USD PETROL,87.83,128.76,1.47
2025-01-31,KADOMA,KADOMA,KADOMA USD DIESEL,31.25,44.95,1.44
2025-01-31,KADOMA,KADOMA,KADOMA USD PETROL,13.89,18.72,1.35
2025-01-31,KHAMI,KHAMI,KHAMI USD PETROL,87.83,128.76,1.47
2025-01-31,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,26.31,39.52,1.5
2025-01-31,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,10.0,15.0,1.5
2025-01-31,R MUGABE,R MUGABE,R MUGABE USD PETROL,102.0,153.0,1.5
2025-01-31,SEKE,SEKE,SEKE USD PETROL,8.21,11.68,1.42
2025-02-01,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,10.06,14.9,1.48
2025-02-01,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,135.12,199.8,1.48
2025-02-01,FIFE STREET,FIFE STREET,FIFE USD PETROL,341.89,504.68,1.48
2025-02-01,KHAMI,KHAMI,KHAMI USD PETROL,13.51,19.24,1.42
2025-02-01,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,6.66,9.0,1.35
2025-02-01,R MUGABE,R MUGABE,R MUGABE USD PETROL,60.0,90.0,1.5
2025-02-01,SEKE,SEKE,SEKE USD DIESEL,319.86,465.74,1.46
2025-02-02,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,435.99,652.5,1.5
2025-02-02,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,44.82,63.8,1.42
2025-02-02,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,25.49,37.25,1.46
2025-02-02,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,52.69,76.96,1.46
2025-02-02,FIFE STREET,FIFE STREET,FIFE USD PETROL,227.45,335.96,1.48
2025-02-02,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,63.33,94.5,1.49
2025-02-02,R MUGABE,R MUGABE,R MUGABE USD PETROL,160.0,240.0,1.5
2025-02-02,SEKE,SEKE,SEKE USD PETROL,26.02,37.96,1.46
2025-02-03,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,155.33,232.5,1.5
2025-02-03,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,51.72,73.95,1.43
2025-02-03,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,53.69,78.97,1.47
2025-02-03,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,97.97,143.56,1.47
2025-02-03,FIFE STREET,FIFE STREET,FIFE USD PETROL,156.08,230.88,1.48
2025-02-03,KHAMI,KHAMI,KHAMI USD PETROL,6.75,8.88,1.32
2025-02-03,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,61.03,91.5,1.5
2025-02-03,R MUGABE,R MUGABE,R MUGABE USD PETROL,66.67,99.0,1.48
2025-02-03,SEKE,SEKE,SEKE USD PETROL,240.41,350.4,1.46
2025-02-04,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,26.9,37.7,1.4
2025-02-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,40.26,59.6,1.48
2025-02-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,23.64,34.04,1.44
2025-02-04,FIFE STREET,FIFE STREET,FIFE USD PETROL,102.02,150.96,1.48
2025-02-04,KADOMA,KADOMA,KADOMA USD DIESEL,44.83,63.8,1.42
2025-02-04,KADOMA,KADOMA,KADOMA USD PETROL,55.56,79.2,1.43
2025-02-04,KHAMI,KHAMI,KHAMI USD PETROL,30.4,44.4,1.46
2025-02-04,KIRKMAN,KIRKMAN,PETROL,31.75,284858.69,8971.93
2025-02-04,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,193.42,293.36,1.52
2025-02-04,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,13.32,19.5,1.46
2025-02-04,R MUGABE,R MUGABE,R MUGABE USD PETROL,56.0,84.0,1.5
2025-02-04,SEKE,SEKE,SEKE USD PETROL,163.01,237.98,1.46
2025-02-05,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,8.73,12.0,1.37
2025-02-05,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,54.48,78.3,1.44
2025-02-05,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,13.42,19.37,1.44
2025-02-05,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,87.83,128.76,1.47
2025-02-05,FIFE STREET,FIFE STREET,FIFE USD PETROL,82.61,121.36,1.47
2025-02-05,KADOMA,KADOMA,KADOMA USD DIESEL,31.25,44.95,1.44
2025-02-05,R MUGABE,R MUGABE,R MUGABE USD PETROL,148.0,222.0,1.5
2025-02-05,SEKE,SEKE,SEKE USD DIESEL,432.19,630.72,1.46
2025-02-06,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,33.54,49.17,1.47
2025-02-06,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,130.39,190.92,1.46
2025-02-06,FIFE STREET,FIFE STREET,FIFE USD PETROL,82.63,121.36,1.47
2025-02-06,KHAMI,KHAMI,KHAMI USD PETROL,45.48,64.8,1.42
2025-02-06,KIRKMAN,KIRKMAN,PETROL,142.83,1304836.58,9135.59
2025-02-06,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,27.39,39.42,1.44
2025-02-06,R MUGABE,R MUGABE,R MUGABE USD DIESEL,20.54,29.2,1.42
2025-02-06,SEKE,SEKE,SEKE USD PETROL,71.91,103.66,1.44
2025-02-06,TURNPIKE,TURNPIKE,TURNPIKE USD DIESEL,53.69,78.97,1.47
2025-02-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,93.57,138.57,1.48
2025-02-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,54.05,79.92,1.48
2025-02-07,FIFE STREET,FIFE STREET,FIFE USD PETROL,224.34,322.56,1.44
2025-02-07,KADOMA,KADOMA,KADOMA USD DIESEL,13.89,18.72,1.35
2025-02-07,KADOMA,KADOMA,KADOMA USD PETROL,34.72,48.96,1.41
2025-02-07,KHAMI,KHAMI,KHAMI USD PETROL,65.96,93.6,1.42
2025-02-07,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,33.78,48.84,1.45
2025-02-07,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,13.88,18.98,1.37
2025-02-07,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,10.27,14.4,1.4
2025-02-07,R MUGABE,R MUGABE,R MUGABE USD PETROL,27.4,38.88,1.42
2025-02-07,SEKE,SEKE,SEKE USD PETROL,69.86,100.74,1.44
2025-02-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,20.13,29.8,1.48
2025-02-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,40.54,59.2,1.46
2025-02-08,FIFE STREET,FIFE STREET,FIFE USD PETROL,150.69,216.0,1.43
2025-02-08,KADOMA,KADOMA,PETROL,2.77,18529.08,6689.2
2025-02-08,KHAMI,KHAMI,KHAMI USD DIESEL,42.6,61.32,1.44
2025-02-08,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,13.69,18.98,1.39
2025-02-08,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,9.02,12.96,1.44
2025-02-08,R MUGABE,R MUGABE,R MUGABE USD PETROL,169.1,243.36,1.44
2025-02-08,SEKE,SEKE,SEKE USD PETROL,119.86,173.74,1.45
2025-02-09,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,26.84,38.74,1.44
2025-02-09,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,108.1,159.84,1.48
2025-02-09,FIFE STREET,FIFE STREET,FIFE USD PETROL,320.13,460.8,1.44
2025-02-09,KADOMA,KADOMA,PETROL,6.94,55587.24,8009.69
2025-02-09,KHAMI,KHAMI,KHAMI USD DIESEL,442.46,645.32,1.46
2025-02-09,KHAMI,KHAMI,KHAMI USD PETROL,27.77,38.88,1.4
2025-02-09,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,13.88,18.72,1.35
2025-02-09,R MUGABE,R MUGABE,R MUGABE USD PETROL,118.06,169.92,1.44
2025-02-09,SEKE,SEKE,SEKE USD PETROL,78.76,113.88,1.45
2025-02-10,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,48.93,71.52,1.46
2025-02-10,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,100.68,148.0,1.47
2025-02-10,FIFE STREET,FIFE STREET,FIFE USD PETROL,256.94,368.64,1.43
2025-02-10,KHAMI,KHAMI,KHAMI USD PETROL,506.25,728.64,1.44
2025-02-10,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,28.87,40.32,1.4
2025-02-10,R MUGABE,R MUGABE,R MUGABE USD PETROL,103.94,148.32,1.43
2025-02-10,SEKE,SEKE,SEKE USD PETROL,78.98,113.88,1.44
2025-02-11,CHARTER,CHARTER,CHARTER USD DIESEL,47.94,68.62,1.43
2025-02-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,49.87,72.52,1.45
2025-02-11,FIFE STREET,FIFE STREET,FIFE USD PETROL,457.63,658.08,1.44
2025-02-11,FORT STREET,FORT STREET,FORT USD PETROL,13.88,18.72,1.35
2025-02-11,KHAMI,KHAMI,KHAMI USD DIESEL,100.0,146.0,1.46
2025-02-11,KHAMI,KHAMI,KHAMI USD PETROL,216.66,311.04,1.44
2025-02-11,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,10.41,14.4,1.38
2025-02-11,R MUGABE,R MUGABE,R MUGABE USD PETROL,165.6,237.6,1.43
2025-02-11,SEKE,SEKE,SEKE USD DIESEL,300.0,438.0,1.46
2025-02-12,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,46.25,67.62,1.46
2025-02-12,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,68.48,99.28,1.45
2025-02-12,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,60.0,90.0,1.5
2025-02-12,FIFE STREET,FIFE STREET,FIFE USD DIESEL,290.41,423.4,1.46
2025-02-12,FORT STREET,FORT STREET,FORT USD PETROL,27.77,38.88,1.4
2025-02-12,KADOMA,KADOMA,KADOMA USD PETROL,13.89,18.72,1.35
2025-02-12,KHAMI,KHAMI,KHAMI USD DIESEL,60.27,87.6,1.45
2025-02-12,KHAMI,KHAMI,KHAMI USD PETROL,12.5,17.28,1.38
2025-02-12,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,88.19,126.72,1.44
2025-02-12,SEKE,SEKE,SEKE USD DIESEL,258.49,376.68,1.46
2025-02-13,CHARTER,CHARTER,CHARTER USD DIESEL,23.97,33.58,1.4
2025-02-13,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,27.89,39.69,1.42
2025-02-13,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,54.11,78.84,1.46
2025-02-13,FIFE STREET,FIFE STREET,FIFE USD PETROL,62.5,89.28,1.43
2025-02-13,FORT STREET,FORT STREET,FORT USD PETROL,35.76,50.4,1.41
2025-02-13,KHAMI,KHAMI,KHAMI USD PETROL,6.94,8.64,1.24
2025-02-13,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,267.12,389.82,1.46
2025-02-13,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,61.8,87.84,1.42
2025-02-13,R MUGABE,R MUGABE,R MUGABE USD PETROL,83.33,119.52,1.43
2025-02-13,SEKE,SEKE,SEKE USD PETROL,149.31,217.54,1.46
2025-02-14,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,47.61,69.09,1.45
2025-02-14,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,56.16,81.76,1.46
2025-02-14,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,64.0,96.0,1.5
2025-02-14,FIFE STREET,FIFE STREET,FIFE USD PETROL,163.19,234.72,1.44
2025-02-14,FORT STREET,FORT STREET,FORT USD DIESEL,350.0,511.0,1.46
2025-02-14,FORT STREET,FORT STREET,FORT USD PETROL,13.88,18.72,1.35
2025-02-14,KHAMI,KHAMI,KHAMI USD DIESEL,78.08,113.88,1.46
2025-02-14,KHAMI,KHAMI,KHAMI USD PETROL,284.02,408.96,1.44
2025-02-14,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,27.77,38.88,1.4
2025-02-14,SEKE,SEKE,SEKE USD DIESEL,215.75,313.9,1.45
2025-02-15,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,404.76,593.88,1.47
2025-02-15,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,36.42,54.36,1.49
2025-02-15,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,19.32,28.5,1.48
2025-02-15,FIFE STREET,FIFE STREET,FIFE USD PETROL,81.94,116.64,1.42
2025-02-15,FORT STREET,FORT STREET,FORT USD DIESEL,518.49,756.28,1.46
2025-02-15,FORT STREET,FORT STREET,FORT USD PETROL,177.78,254.88,1.43
2025-02-15,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,400.0,584.0,1.46
2025-02-15,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,31.24,44.64,1.43
2025-02-15,SEKE,SEKE,SEKE USD PETROL,110.27,160.6,1.46
2025-02-16,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,358.93,526.26,1.47
2025-02-16,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,32.03,46.72,1.46
2025-02-16,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,419.2,632.69,1.51
2025-02-16,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,62.66,93.0,1.48
2025-02-16,FIFE STREET,FIFE STREET,FIFE USD PETROL,172.91,247.68,1.43
